Category,Title,Date,Summary,Article URL,Source
IS,Hackers use pixel-large SVG trick to hide credit card stealer,2026-04-08T22:34:26Z,A massive campaign impacting nearly 100 online stores using the Magento e-commerce platform hides credit card-stealing code in a pixel-sized Scalable Vector Graphics (SVG) image. [...],https://www.bleepingcomputer.com/news/security/hackers-use-pixel-large-svg-trick-to-hide-credit-card-stealer/,BleepingComputer
IS,Google: New UNC6783 hackers steal corporate Zendesk support tickets,2026-04-08T21:46:27Z,A threat actor tracked as UNC6783 is compromising business process outsourcing (BPO) providers to gain access to high-value companies across multiple sectors. [...],https://www.bleepingcomputer.com/news/security/google-new-unc6783-hackers-steal-corporate-zendesk-support-tickets/,BleepingComputer
Executive,"SEQUESTRATION ORDER FOR FISCAL YEAR 2027 PURSUANT TO SECTION 251A OF THE BALANCED BUDGET AND EMERGENCY DEFICIT CONTROL ACT, AS AMENDED",2026-04-08T21:25:47Z,,https://www.whitehouse.gov/presidential-actions/2026/04/sequestration-order-for-fiscal-year-2027-pursuant-to-section-251a-of-the-balanced-budgetand-emergency-deficit-control-act-as-amended/,White House
IS,New macOS stealer campaign uses Script Editor in ClickFix attack,2026-04-08T18:55:43Z,A new campaign delivering the Atomic Stealer malware to macOS users abuses the Script Editor in a variation of the ClickFix attack that tricked users into executing commands in Terminal. [...],https://www.bleepingcomputer.com/news/security/new-macos-stealer-campaign-uses-script-editor-in-clickfix-attack/,BleepingComputer
IS,CISA orders feds to patch exploited Ivanti EPMM flaw by Sunday,2026-04-08T18:15:27Z,CISA has given U.S. government agencies four days to secure their systems against a critical-severity vulnerability in Ivanti Endpoint Manager Mobile (EPMM) that has been exploited in attacks since January. [...],https://www.bleepingcomputer.com/news/security/cisa-orders-feds-to-patch-exploited-ivanti-epmm-flaw-by-sunday/,BleepingComputer
Banking,"Minutes of the Federal Open Market Committee, March 17–18, 2026",2026-04-08T18:00:00Z,"Minutes of the Federal Open Market Committee, March 17–18, 2026",https://www.federalreserve.gov/newsevents/pressreleases/monetary20260408a.htm,FRB
OFAC,New Guidance Unlocks Economic Opportunity for Overlooked Communities,2026-04-08T17:59:11Z,,https://home.treasury.gov/news/press-releases/sb0436,Treasury
IS,13-year-old bug in ActiveMQ lets hackers remotely execute commands,2026-04-08T17:26:40Z,Security researchers discovered a remote code execution (RCE) vulnerability in Apache ActiveMQ Classic that has gone undetected for 13 years and could be exploited to execute arbitrary commands. [...],https://www.bleepingcomputer.com/news/security/13-year-old-bug-in-activemq-lets-hackers-remotely-execute-commands/,BleepingComputer
OFAC,Treasury Proposes Rule to Implement the GENIUS Act’s Requirements to Counter Illicit Finance,2026-04-08T16:00:00Z,,https://home.treasury.gov/news/press-releases/sb0435,Treasury
Banking,Federal Reserve Board invites public comment on proposal that would allow U.S. banks and credit unions to use intermediaries to transfer funds through the FedNow Service,2026-04-08T15:30:00Z,Federal Reserve Board invites public comment on proposal that would allow U.S. banks and credit unions to use intermediaries to transfer funds through the FedNow Service,https://www.federalreserve.gov/newsevents/pressreleases/other20260408a.htm,FRB
IS,"Is a $30,000 GPU Good at Password Cracking?",2026-04-08T14:00:10Z,"A $30,000 AI GPU doesn't outperform consumer GPUs at password cracking. Specops explains why attackers don't need exotic hardware to break weak passwords. [...]",https://www.bleepingcomputer.com/news/security/is-a-30-000-gpu-good-at-password-cracking/,BleepingComputer
OFAC,U.S.-UK Financial Regulatory Working Group Winter 2026: Joint Statement,2026-04-08T13:00:00Z,,https://home.treasury.gov/news/press-releases/sb0434,Treasury
FinCEN,Treasury Proposes Rule to Implement the GENIUS Act’s Requirements to Counter Illicit Finance,2026-04-08T12:00:00Z,"Today, the U.S. Department of the Treasury’s Financial Crimes Enforcement Network (FinCEN) and the Office of Foreign Assets Control issued a joint proposed rule to implement provisions of the Guiding and Establishing National Innovation for U.S. Stablecoins Act (GENIUS Act). The proposed rule, which implements the GENIUS Act’s anti-money laundering and sanctions compliance pro…",https://www.fincen.gov/news/news-releases/treasury-proposes-rule-implement-genius-acts-requirements-counter-illicit,FinCEN
Fintech Watch,Finastra and Marketnode transform credit agreement onboarding through AI,2026-04-08T12:00:00Z,,https://www.finastra.com/press-media/finastra-and-marketnode-transform-credit-agreement-onboarding-through-ai,Finastra
Executive,Effects of Stablecoin Yield Prohibition on Bank Lending,2026-04-08T09:30:00Z,,https://www.whitehouse.gov/research/2026/04/effects-of-stablecoin-yield-prohibition-on-bank-lending/,White House
IS,CVE-2026-4645 Github.com/antchfx/xpath: xpath: denial of service via crafted boolean xpath expressions,2026-04-08T08:41:42Z,Information published.,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2026-4645,Microsoft MSRC
IS,CVE-2006-10003 XML::Parser versions through 2.47 for Perl has an off-by-one heap buffer overflow in st_serial_stack,2026-04-08T08:40:48Z,Information published.,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2006-10003,Microsoft MSRC
IS,CVE-2026-29785 NATS Server panic via malicious compression on leafnode port,2026-04-08T08:38:58Z,Information published.,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2026-29785,Microsoft MSRC
IS,CVE-2026-33216 NATS has MQTT plaintext password disclosure,2026-04-08T08:38:51Z,Information published.,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2026-33216,Microsoft MSRC
IS,CVE-2026-5201 Gdk-pixbuf: gdk-pixbuf: denial of service via heap-based buffer overflow when processing a specially crafted jpeg image,2026-04-08T08:38:43Z,Information published.,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2026-5201,Microsoft MSRC
IS,CVE-2026-33554,2026-04-08T08:38:36Z,Information published.,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2026-33554,Microsoft MSRC
IS,CVE-2026-34714,2026-04-08T08:37:47Z,Information published.,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2026-34714,Microsoft MSRC
IS,CVE-2026-33936 python-ecdsa: Denial of Service via improper DER length validation in crafted private keys,2026-04-08T08:36:46Z,Information published.,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2026-33936,Microsoft MSRC
IS,CVE-2026-32241 Flannel vulnerable to cross-node remote code execution via extension backend BackendData injection,2026-04-08T08:36:38Z,Information published.,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2026-32241,Microsoft MSRC
IS,Microsoft rolls out fix for broken Windows Start Menu search,2026-04-08T07:00:55Z,Microsoft has pushed a server-side fix for a known issue that broke the Windows Start Menu search feature on some Windows 11 23H2 devices. [...],https://www.bleepingcomputer.com/news/microsoft/microsoft-rolls-out-fix-for-broken-windows-start-menu-search/,BleepingComputer
OFAC,Issuance of Amended Russia-related General License and Frequently Asked Questions; Publication of Spanish Translations of Venezuela-related General Licenses and Frequently Asked Questions,2026-04-08T00:00:00Z,,https://ofac.treasury.gov/recent-actions/20260408,OFAC
IRS,"Treasury, IRS provide guidance to States for nominating census tracts as qualified opportunity zones under the One, Big, Beautiful Bill",2026-04-08T00:00:00Z,"IR-2026-45, April 6, 2026 — The Department of the Treasury and the Internal Revenue Service today issued guidance to the Chief Executive Officers of any State, the District of Columbia, and U.S. territories regarding the procedure for nominating population census tracts to be designated as qualified opportunity zones (QOZs) under the One, Big, Beautiful Bill.",https://www.irs.gov/newsroom/treasury-irs-provide-guidance-to-states-for-nominating-census-tracts-as-qualified-opportunity-zones-under-the-one-big-beautiful-bill,IRS
Banking,News & Events,2026-04-08T00:00:00Z,The Federal Reserve Board of Governors in Washington DC.,https://www.federalreserve.gov/newsevents.htm,FRB
Payments,"Nacha Announces Walrus Security as a Preferred Partner for Account Validation, Fraud Monitoring, and Risk and Fraud Prevention",2026-04-08T00:00:00Z,"RESTON, Virginia, April 8, 2026 – Nacha today welcomed Walrus Security as a Nacha Preferred Partner for Account Validation, Fraud Monitoring, and Risk and Fraud Prevention.",https://www.nacha.org/news/nacha-announces-walrus-security-preferred-partner-account-validation-fraud-monitoring-and-risk,NACHA
Payment Card Networks,Visa Opens the Door to AI-Driven Shopping for Businesses Worldwide,2026-04-08T00:00:00Z,,https://usa.visa.com/about-visa/newsroom/press-releases.releaseId.22276.html,Visa
Payment Card Networks,Visa Defines the Next Era of Commerce: When AI Becomes the Customer,2026-04-08T00:00:00Z,,https://usa.visa.com/about-visa/newsroom/press-releases.releaseId.22266.html,Visa
Payment Card Networks,Visa Unveils New Services to Modernize Dispute Resolution Process,2026-04-08T00:00:00Z,,https://usa.visa.com/about-visa/newsroom/press-releases.releaseId.22261.html,Visa
Payment Card Networks,"Visa, Street Soccer USA and Bank of America to Bring Visa Street Soccer Parks to Every FIFA World Cup 2026™ Host City in the U.S.",2026-04-08T00:00:00Z,,https://usa.visa.com/about-visa/newsroom/press-releases.releaseId.22256.html,Visa
Payment Card Networks,"Visa Launches Enhanced Subscription Manager, Giving Consumers Greater Control Over Recurring Payments",2026-04-08T00:00:00Z,,https://usa.visa.com/about-visa/newsroom/press-releases.releaseId.22236.html,Visa
Payment Card Networks,Visa to Bring Privacy-Preserving Payments to Canton Network,2026-04-08T00:00:00Z,,https://usa.visa.com/about-visa/newsroom/press-releases.releaseId.22231.html,Visa
Payment Card Networks,"Visa and Bridge Expand Collaboration, with Plans to Bring Stablecoin-Linked Cards to Over 100 Countries",2026-04-08T00:00:00Z,,https://usa.visa.com/about-visa/newsroom/press-releases.releaseId.22206.html,Visa
Payment Card Networks,Visa Completes Acquisition of Prisma and Newpay,2026-04-08T00:00:00Z,,https://usa.visa.com/about-visa/newsroom/press-releases.releaseId.22186.html,Visa
Payment Card Networks,Visa to Acquire Prisma Medios de Pago and Newpay in Argentina,2026-04-08T00:00:00Z,,https://usa.visa.com/about-visa/newsroom/press-releases.releaseId.22176.html,Visa
Payment Card Networks,Visa Renews Partnership Across Red Bull Formula One Teams,2026-04-08T00:00:00Z,,https://usa.visa.com/about-visa/newsroom/press-releases.releaseId.22171.html,Visa
Payment Card Networks,Italy Sees Economic Boost From the Opening Weekend of the Olympic Winter Games Milano Cortina 2026,2026-04-08T00:00:00Z,,https://usa.visa.com/about-visa/newsroom/press-releases.releaseId.22146.html,Visa
Payment Card Networks,Visa to Participate in Upcoming Investor Conferences,2026-04-08T00:00:00Z,,https://usa.visa.com/about-visa/newsroom/press-releases.releaseId.22126.html,Visa
Payment Card Networks,"Visa Introduces Visa & Main, A New Platform to Accelerate Small Business Growth Across the U.S.",2026-04-08T00:00:00Z,,https://usa.visa.com/about-visa/newsroom/press-releases.releaseId.22121.html,Visa
Payment Card Networks,Visa Direct and UnionPay International Will Extend Global Money Movement Network to Billions of Cards in Chinese Mainland,2026-04-08T00:00:00Z,,https://usa.visa.com/about-visa/newsroom/press-releases.releaseId.22101.html,Visa
Payment Card Networks,Visa Fiscal First Quarter 2026 Financial Results,2026-04-08T00:00:00Z,,https://usa.visa.com/about-visa/newsroom/press-releases.releaseId.22086.html,Visa
Payment Card Networks,"Visa Spending Study Shows How Americans Will Use AI to Plan, Book and Spend on Winter Sports",2026-04-08T00:00:00Z,,https://usa.visa.com/about-visa/newsroom/press-releases.releaseId.22026.html,Visa
Payment Card Networks,Visa Debuts Milano Cortina 2026 Campaign Starring Record‑Breaking Athletes Mikaela Shiffrin and Oksana Masters,2026-04-08T00:00:00Z,,https://usa.visa.com/about-visa/newsroom/press-releases.releaseId.22021.html,Visa
Payment Card Networks,"Visa to Announce Fiscal First Quarter 2026 Financial Results on January 29, 2026",2026-04-08T00:00:00Z,,https://usa.visa.com/about-visa/newsroom/press-releases.releaseId.22011.html,Visa
Payment Card Networks,Visa 2026 Global Economic Outlook: AI Adoption and Shifting Trade Patterns Drive Economic Transformation Beneath Steady Growth,2026-04-08T00:00:00Z,,https://usa.visa.com/about-visa/newsroom/press-releases.releaseId.22006.html,Visa
IS,An AI tool to replace your multiple subscriptions for $100,2026-04-08T00:00:00Z,,https://www.bleepingcomputer.com/offer/deals/an-ai-tool-to-replace-your-multiple-subscriptions-for-100/,BleepingComputer
IS,2TB of lifetime FileJump cloud storage is $90 in this deal,2026-04-08T00:00:00Z,,https://www.bleepingcomputer.com/offer/deals/2tb-of-lifetime-filejump-cloud-storage-is-90-in-this-deal/,BleepingComputer
Compliance Watch,Wolters Kluwer news,2026-04-08T00:00:00Z,Nearly nine in 10 CNOs note positive impacts from the care models in place at their healthcare organizations. Read the press release.,https://www.wolterskluwer.com/en/news/wolters-kluwer-survey-chief-nursing-officers-rank-patient-outcomes,Wolters Kluwer
Federal Register,Change in Bank Control Notices; Acquisitions of Shares of a Bank or Bank Holding Company,2026-04-08T00:00:00Z,,https://www.federalregister.gov/documents/2026/04/08/2026-06771/change-in-bank-control-notices-acquisitions-of-shares-of-a-bank-or-bank-holding-company,Federal Register
Federal Register,"Formations of, Acquisitions by, and Mergers of Bank Holding Companies",2026-04-08T00:00:00Z,,https://www.federalregister.gov/documents/2026/04/08/2026-06769/formations-of-acquisitions-by-and-mergers-of-bank-holding-companies,Federal Register
Federal Register,Chartering and Field of Membership,2026-04-08T00:00:00Z,The NCUA Board (Board) proposes to amend the associational common bond provisions of its chartering and field of membership (FOM) rules. The proposed FOM amendment would clarify that requiring the purchase of a product or service as a condition of membership no longer automatically bars eligibility as a recognized association. The Board does not believe such an automatic bar i…,https://www.federalregister.gov/documents/2026/04/08/2026-06757/chartering-and-field-of-membership,Federal Register
Federal Register,Sunshine Act Meetings: Notice of Meeting To Be Held With Less Than Seven Days' Advance Notice,2026-04-08T00:00:00Z,,https://www.federalregister.gov/documents/2026/04/08/2026-06761/sunshine-act-meetings-notice-of-meeting-to-be-held-with-less-than-seven-days-advance-notice,Federal Register
IS,Hackers exploit critical flaw in Ninja Forms WordPress plugin,2026-04-07T22:03:01Z,"A critical vulnerability in the Ninja Forms File Uploads premium add-on for WordPress allows uploading arbitrary files without authentication, which can lead to remote code execution. [...]",https://www.bleepingcomputer.com/news/security/hackers-exploit-critical-flaw-in-ninja-forms-wordpress-plugin/,BleepingComputer
IS,FBI: Americans lost a record $21 billion to cybercrime last year,2026-04-07T20:41:52Z,"U.S. victims lost nearly $21 billion to cyber-enabled crimes last year, driven primarily by investment scams, business email compromise, tech support fraud, and data breaches, the Federal Bureau of Investigation says. [...]",https://www.bleepingcomputer.com/news/security/fbi-americans-lost-a-record-21-billion-to-cybercrime-last-year/,BleepingComputer
IS,Snowflake customers hit in data theft attacks after SaaS integrator breach,2026-04-07T19:39:18Z,Over a dozen companies have suffered data theft attacks after a SaaS integration provider was breached and authentication tokens stolen. [...],https://www.bleepingcomputer.com/news/security/snowflake-customers-hit-in-data-theft-attacks-after-saas-integrator-breach/,BleepingComputer
Banking,FDIC Board of Directors Meeting,2026-04-07T17:47:57Z,"BOARD MEETING | APRIL 7, 2026 FDIC Board of Directors Meeting Today, the Federal Deposit Insurance Corporation's Board of Directors met in open session to consider the following matters. Materials and information relative to the open Board actions are available on the Board Matters webpage . Items Addressed in Open Session: Notice of Proposed Rulemaking: GENIUS Act Requirement…",https://content.govdelivery.com/accounts/USFDIC/bulletins/411c3a9,FDIC
IS,CVE-2026-32186 Microsoft Bing Elevation of Privilege Vulnerability,2026-04-07T14:00:00Z,Updated information to include CVSS scores. This is an informational change only.,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2026-32186,Microsoft MSRC
Executive,Presidential Message on National Child Abuse Prevention Month,2026-04-07T13:43:58Z,,https://www.whitehouse.gov/briefings-statements/2026/04/presidential-message-on-national-child-abuse-prevention-month/,White House
Executive,Presidential Message on National Sexual Assault Awareness Month,2026-04-07T13:42:35Z,,https://www.whitehouse.gov/briefings-statements/2026/04/presidential-message-on-national-sexual-assault-awareness-month/,White House
Executive,Presidential Message on National Financial Literacy Month,2026-04-07T13:41:06Z,,https://www.whitehouse.gov/briefings-statements/2026/04/presidential-message-on-national-financial-literacy-month/,White House
Executive,Presidential Message on National Cancer Control Month,2026-04-07T13:39:36Z,,https://www.whitehouse.gov/briefings-statements/2026/04/presidential-message-on-national-cancer-control-month/,White House
Compliance Watch,Wolters Kluwer news,2026-04-07T12:08:00Z,"Wolters Kluwer Financial & Corporate Compliance today announced the introduction of new, first-to-market secured party access capabilities within its eOriginal eAsset® Management Platform.",https://www.wolterskluwer.com/en/news/wolters-kluwer-advances-digital-lending-with-new-secured-party-access-capabilities,Wolters Kluwer
